sentiment,text,data_id
positive,"Although a little different handle, this lint trap fit perfectly.",71
positive,Tastes very good.,71
positive,Fits Frigidaire perfectly,71
positive, ,71
negative,"According to specs. with product, you're actually advised not to expect accurate humidity readings.<br /><br />This is a very poor quality piece of junk!!",71
negative,Should have come in spry bottles.  Not easy to use.,71
positive,These reusable cups are a must. Work exceptionally well for a perfect cup of coffee every time 😊<br /><br />Works really well In our mini Keurig !,71
positive,Exactly what is was intended for,71
positive,THIS IS AMAZING-ALL THE FRONT WHEELS ON THE TRAY IN MY DISHWASHER HAD BROKEN AND I WAS SO UPSET I WAS GOING TO BUY A NEW DISHWASHER BUT I SAW THIS ON AMAZON AND DECIDED TO GET THEM AND HOW EXCITING I CAN NOW PULL THE TRAIN IN AND OUT AGAIN-IT IS LIKE HAVE A BRAND NEW DISHWASHER AGAIN,71
negative,"This ice maker probably would have worked (It is exactly the same as the one I ended up buying.), but I was put off because the particular adapter I needed arrived broken.",71
negative,No ice after 2 weeks,71
negative,"Unfortunately I received two strips with completely different finishes. One strip was matte and the other was shiny. Both seem to attract all the crumbs possible. Loved the concept, hate the material.",71
negative,I thought my refrigerator was broken. I tried both filters for over a week. It took almost a minute to get 8 ounces of water out. Not worth the money. Bought a certified filter and no problems now.,71
negative,"Don’t waste your money. Tried to save a few bucks over the other ones I had but totally regretted it. These cut my water flow rate to a trickle. I seriously think I grew a year older just waiting for a water bottle to fill up. PASS. Called and got a refund. I reordered these, highly recommend:<br />ICEPURE UKF8001 Replacement Whirlpool Filter 4, Everydrop EDR4RXD1, FMM-2, Maytag UKF8001AXX-200, 9084, 4396395, MPF15090, WF-UKF8001,WF295,SGF-M9,Puriclean II,RWF0900A Refrigerator Water Filter,2PACK https://www.amazon.com/dp/B00ZYDKI1Y/ref=cm_sw_r_cp_api_i_SSa8Eb2Q2PG9D",71
positive,This is a good replacement part,71
positive,Photo of old solenoid in place. New part works great! Shipped promptly. Thank you,71
positive,Arrived in same type of cardboard and foam packaging as previously purchased from the manufacturer.  Came with thick insulating sleeves over the wires.  I was able to splice in this broiler igniter using ceramic wire connectors to avoid removal of wall oven (it's a beast).,71
positive,The price was great,71
positive,The fridge still works,71
positive,Fit great in fridge,71
positive,Can't say much more about filters than I received them and will use them when needed. I received them on time and in a box with my refrigerator water filter. They were packed well and were the items that I had ordered.,71
negative,Product works and looks fine but did not fit the Maytag Gemini.  I had to grind down the notch that is supposed to fit into the groove opposite the piece that plugs into the stove. Very annoying but better than sending back and starting from scratch trying to find one that fits correctly.,71
positive,Did what it was supposed to do. It was a good deal,71
positive,"It's a vent cover. Kind of flimsy, but they all are. Not sure why HD or Lowes doesn't sell this size, but every house in my neighborhood uses this size. Fits a 6&#34; pipe. Prompt delivery.<br />Edit, June 1, 2019:<br />Buying a second one for the other vent, holding up well & hasn't discolored or cracked.",71
negative,Coffee grounds get past this filter.,71
positive,"Good and convenient product, at a good price.  And the coffee tastes better than paper filtered coffee",71
positive,Needed the refill(s) for our humidifier and they worked well!,71
positive,Lasted 2 years,71
positive,It's works better than I could have expected. I love it and it doesn't take up a lot of room.,71
positive,"Product came fast, was initially missing one piece to the kit.  5 minute phone call to amazon had that corrected in a flash and they overnighted me a new one for free.  When it arrived, everything was super easy to install, dryer is not screaming at me anymore and I saved over 150 bucks by installing myself.",71
positive,Works as advertised.,71
positive,Works fine.,71
negative,"I'm sure it would have worked great, but we didn't end up needing it and customer service was terrible to work with in regards to sending it back.<br /><br />If anyone needs one, we still have it!! It's brand new, in great condition and we would be happy to sell it to you for a little under what we paid for.",71
positive,"Purchased one and it arrived with a crack in the lid under the label. Purchased a second one. I thought it came fully intact, but had a minor chip in the egg well area. I kept it as it was too much of a hassle to return after washing and drying for first use. I would recommend fully inspecting before washing and first use. Otherwise, I really like the product and to be able to see how many eggs are left in the fridge is a plus.",71
negative,Ordered this item 2 times & had to send it back both times due to damage upon arrival! Broken plastic peices fell out of box when opened.,71
positive,Perfect fit to replace one i lost for my Solofill,71
positive,Looks very sleek and modern. Would recommend,71
negative,"Parts quit working within a few days , waste of money 💰",71
positive,Dryer was squeaking terribly -- took less than an hour to get it installed and dryer sounds like a new machine and everyone is glad that the squeak is gone,71
negative,"Did not fit my 2.0. Was too tall, so I had it picked up for return. Over a month and a half later, still no refund.",71
positive,My friend and I repaired my friend's dryer. Please note the blower would not come off the old motor shaft (left-handed thread and all) So just order the motor (Frigidaire 131560100) along with this blower. Don't forget to save the thermistor out of the old blower. good luck!,71
negative,"Easier to use than the Keurig version that requires you to take out a piece of the machine.  However, you can't put much in for coffee grounds without it overflowing.  Doesn't appear to have a very good seal at the top where the water is injected into the pod by the machine.",71
positive,THIS IS A REGRIGERATOR WATER FILTER. MATCHING THE RIGHT MANUFACTURERS NUMBERS AND TYPE OF REGRIG. TO THE FILTER WAS VERY CONFUSING!,71
positive,works,71
negative,It’s okay,71
positive,Exelente protector,71
positive,works,71
positive,Absolutely love this machine! Perfect for my needs!!,71
positive,Just as described and fast ship! Thanks!,71
positive,Great product . easy install. But seem to have to by 1 or 2 each year,71
positive,Easy swap out on my Aprilaire 600 Series,71
negative,"I ended up throwing this away after spending an inordinate amount of time setting the two parts about 0.5 cm apart, with both parts inside the refrigerator.  Once set, the warning signal was muffled because the alarm was now inside the almost closed door. Better to buy a device with the alarm outside the door and the temperature detector inside. They are no more expensive",71
positive,Purchased three pack of water filters for my 4 door Samsung refrigerator.  Received very quickly and was exactly as advertised.  Had a little trouble pulling out the old filter.  Had to push in and turn to get it to release.  New filter went in very easily.,71
positive,Perfect fit,71
positive,So simple to apply. Just a huge flexible magnet. I've gotten so many compliments. Looks better in person.,71
positive,Easy to install.,71
positive,Great Savings and Excellent Alternative.,71
positive,Second one in a year,71
positive,This caught more lint than the original that came with the dryer.  Very satisfied with this replacement filter.,71
positive,"I like this mesh screen in theory, I just wish the holes were a little finer as the water tends to pour through much faster than with the paper filters.  Coffee still tastes great, but I prefer a slower brew.",71
positive,Problem solved,71
positive,Didn’t like the ice tasting like tap water. Had to get some purified water to like the ice,71
positive,At first I wan't sure it would fir but it works great in my Kenmore Elite fridge. Fits perfectly. Good price too.,71
negative,"I had an S-700, (purchased a tKohl)s which I descaled every 3 months that just quit functioning after about a year wit no error message . I love the taste and ease of the k-cup brewers, but at best, I used my unit 4-5 times per week, and it did not last  I then purchased the 55-10 from Amazon. I again took care to descale before  it was due and used the unit once  a day  4-5 times per week.. The SS-10 model also only lasted about 2 years, when it  seems the water senor is malfunctioning. the manual tells you  it likely has  water bubble in the system and  to follow the instructions to get n air bubble  out of the system. This works occasionally at first, but now no matter what I do the unit now reads "" add water "" even with the full reservoir.  I completely ""re-maintenanced"" the unit according to the manufacturer' s  written instructions, but no  avail., the add water message stays on  and the unit will now brew.  I purchased this unit based on my experience with the Cuisinart  brand / other  appliances,  but the seems to inherent problems with all types/ brands  of k- cup style  brewers in general",71
negative,The magnet isn't strong enough to hold it on the side of the dryer with dryer sheets in it.<br />I returned it.,71
positive,Just what I needed.,71
positive,It fit  petfect !<br />How do you tell if it's doing the job????,71
positive,Worked great!,71
positive,Great.  Keeps wine at the perfect temperature,71
positive,Worked as described.  Easy to install if you look it up on youtube.,71
positive,Great product,71
negative,"I've always bought this filter, but this last one seems to leave a chemical taste in the water if it sits out too long. I'm not sure I'll buy again.",71
positive,Great. exactly what GE offered but $20 cheaper.,71
positive,Exactly what I expected. Does the job.,71
positive,Makes my mom’s life easier as she has daily migraines & uses a lot of ice in ice bags. Her refrigerator ice maker can’t keep up.,71
positive,A little loose but with residue build up it might be perfect.,71
positive,Husband took care of installation was quick and easy on our Amana fridge definitely cheaper than what Amana wanted and does the same job,71
positive,Product works great for the GE QuietPower dishwasher,71
positive,"I have had no issues with these water filters. They have performed as expected. I’ve read some reviews that mentioned these filters leaked. I suspend those reviewers either received counterfeit filters, or they didn’t install them correctly. It’s inconvenient, but Samsung does instruct you to shut the water supply off to the fridge before replacing the filter, and failure to do so can result in leaking.<br /><br />You may be tempted to go with a cheaper 3rd party water filter, but I suggest you compare the NSF certifications the 3rd party filters have. Most, if not all, have lower certifications than what the genuine Samsung filters offer. I didn’t find any, for instance, that were certified to filter out pharmaceuticals in the water supply (NSF 401). You may save money on a third party filter, but you’re getting an inferior product.",71
positive,"Great price, item fit and was on time.  No complaints.",71
positive,This was a birthday present for a newly acquired 90 year old cello. This is an absolute must for very dry areas like southern california,71
positive,"I have  8 year old GE Gas Dryer , but it is still clean and working well.  My timer was loose ( because of ware and tear ) and won't start dryer.  I went to GE Appliance website and got the part number.  I ordered the timer and the knob from Amazon.  And I also saw the You Tube video, how to replace the timer. It was very easy  for me to replace the timer even I am an Asian American and 62 years old women. This new timer and knob saved me Big money, and I felt I have brand new dryer now. Thanks to Amazon and the company who sells this product.  This is my GE Gas dryer model NO: GTDP180GD0WW ,  Timer Part Number : WE04X20415,  Timer Knob Part number : WE01X20374.  And thanks to all the reviewers to write down the useful information.",71
negative,My new dishwasher in my new construction home purchased on 08.31.21 has both racks rusting. I called Frigidaire customer service and they said all they could do was offer me a 10% discount. I refuse to pay almost $200 for replacement racks for an issue that is clearly a manufacturer defect. DO NOT BUY THIS PRODUCT. This experience also makes me reluctant to consider any other Frigidaire products.,71
negative,"[[VIDEOID:bc798fbe7122aad68440d05e7fc1f55c]] The top rack does not hold the position when raised to its higher level. The rack keeps dropping.  The video may be not very steady,  but should be enough to understand the problem.<br />The instructions that come with the package are bad quality.  Looking up on the internet,  I found out of good videos walking through the steps.  Putting it all together is easy enough,  but at the end of the 30 minutes of so,  you will reach the frustrating point that I reached,  realizing that the part doesn't work.<br /><br />Update - Decided to return and order another product after trying a few more options gleaned from internet",71
negative,Had to replace this water valve after one year as the product failed.,71
positive,"The replacement handle worked out nicely.  It fit great and looks great, same as the original handleand it was very easy to replace. I received it very quickly with standard shipping.",71
positive,Thanks for asking...this should be really considered over paper filters.<br /><br />Used this before and purchased again for a Senior Giving Tree gift.,71
negative,"It seems to work okay after a year or two use. Is noisy, but does the job. One ergonomic flaw is an annoyance every time we want to open the door -- the opening mechanism has no grasp point for your fingers and thumb So you press up on the release with your fingers, but cannot grasp properly the top of the door in order to open it -- that is, the counter point position for your thumb on top of the door is flat and smooth. We find ourselves putting on rubber gloves in order to get traction enough to open the door.",71
negative,Definitely NOT universal...,71
negative,Trash,71
positive,I used this grease - and hired my 14 year old to replace the grease on my 10 year old kitchen aid mixer - and it did the trick!  I had a bunch left over - so I suspect in 10 more years I can use the rest of it.,71
positive,"Repair of dryer went well, part fit and dryer is now working!",71
positive,Exactly what we needed! Fit perfect in my Whirlpool.,71
positive,Great value! I would purchase again.,71
positive,works as advertised.,71
positive,"This kit fit my Amana NED7200TW perfectly.  Yes, I realize it is designed for lots of Samsung models, but if you look at the bottom of the compatibility chart, you'll note some other brands.  The other Amana-oriented kits with black and white wheels would not have been the right fit for mine.  Mine matched the ones in the listing picture and the actual product sent.<br /><br />Our 15-year-old dryer has been squeaking and squealing for a long time.  Then the heater went out.  I was replacing the heater and figured while I'm inside I'd replace all of these parts, too.  This kit makes for a cheap fix if you need these parts, or a cheap investment you're just looking to extend the life of your dryer (and your sanity, when it squeals).  The pulley was probably the main culprit in my setup, but I think replacing all the parts now will reduce noise and potentially save me hassle down the road.  The dryer is SO much quieter now.<br /><br />The parts seemed comparable to the OEM parts.  My only negative is that the metal axle of the rollers in this kit were not very smooth.  I opted to keep the original axles installed, clean them and give them a little (non-flammable) lube, then stick the new rollers on them.<br /><br />Also, note that at least in my dryer, the OEM idler pulley had a small flange where the screw goes through and connects near the motor.  The one in this kit does not.  At first, I was fiddling with washers to keep it from wobbling.  Then I realized the screw provided in this kit is slightly shorter than the OEM one.  It fits perfectly if you use the screw that comes with the kit and toss the old one.",71
positive,Good value.,71
positive,Just like oem,71
positive,Looks beautiful.  Great quality.,71
negative,The product and packaging arrived soaking wet...I threw them away,71
positive,I like these reusable pods much better than those that came with my Keurig. They're easier to clean and leave far less sediment in my cup.,71
positive,Great fit and inexpensive compared to sears!  Ordered it and had it in day and a half. Waited 3 years to replace😬. Will do annually now for 18$.,71
positive,I love that it came with a sticker magnet so the magnet will stick even if your dishwasher is not magnetic,71
positive,A general wash and dry and this product was ready for use. 100% Frigidaire\Electrolux product.,71
positive,Works just fine,71
positive,"I love using the natural filters for my Chemex, but the half moons aren’t the most intuitive to use. There are instructions on the back on how to fold them, but they still left me guessing. Ultimately it’s not too difficult and in the end is a great product!",71
positive,"Great for the price, will buy more!",71
negative,I have only received half of the Item. I was missing one board,71
positive,"It's a little noisier than other ice makers I've owned but it cranks out ice quickly. The square cubes are cool and I like that the water reservoir is a separate compartment, it feels more sanitary.",71
positive,It worked great.,71
negative,"Not accurate,returning",71
positive,What a deal! I normally pay almost twice as much for one filter at Home Depot.<br />The water comes out tasting great.,71
positive,No problems with seller. Product satisfactory.,71
positive,Right part first time. Thank you,71
positive,Product worked fine so far.  Very pleased.,71
positive,If you need a portable ice machine that cranks out the ice look no further you have found the one. This thing is awesome I have bought three different Ice Makers in  The past and none f them can even come close to stacking up against this baby!!,71
positive,These are exactly like the original part but for much less money. Order and you won't regret it.,71
positive,It’s a good replacement item. It fit my washer perfectly.,71
positive,Very accurate. Simple to use. Used for mist propagation in a green house. A small adaption is required.,71
positive,"I didn't even know this product existed.  Thank goodness for ads (this time).  I have limited space in my little apartment so when I usually use the stove top for other than cooking, I'm always afraid it will crack.  Now, no glass against glass noise and I feel much better using my stove top as extra counter space.",71
positive,Works perfectly as a replacement,71
positive,"[[VIDEOID:e1db2b6f1435cc494de9441c367b48c4]] First of all , the item is packed really well. It is double boxed by the manufacturer with good protection for shipment and finally boxed again by Amazon. It looks great stainless on all showing sides with a deep sea blue trim at the top.  It can me filled manually or plumbed in with supplied water line and T sharing your fridge water supply .  It makes ice fast (typically a few nuggets in 5 min cycles) .  Probably takes about 45 minutes to fill the bin with ice . Great soft chewable ice for soft drinks ( like sonic ice) or cocktails.  Instructions are fairly simple and it seems built well.  It fits on my kitchen counter easily and looks great .  I recommend and will likely buy one for mom who loves this type of ice!",71
positive,I liked the fact that I could order the part and have it here at a reasonable amount of time. The part was the correct size and fit for my dryer. It was easy to install and now my dryer works as it should. Thank you Blue Stars for being a reliable company. I was not paid to give this review it is an honest review given by a real customer. Oh and the part was more affordable than other companies.,71
positive,work just as described,71
negative,Battery doesn't last long and it's not that accurate.,71
positive,No mess.  Coffee grounds are contained in the filter.  I was having problem with Keurig machine powering off when making coffee.  When I switched to these filters the problem seems to have gone away!,71
positive,"Cheaper than in stores, easy to install",71
positive,"it snapped right in, it was bright white, and its holding up well on my whirlpool",71
positive,"Works very fast, had ice within a half hour to fill my glass.  Seems to be a little soft but putting in the freezer helps that issue",71
positive,"For reasons I can’t explain.<br />My wife and kids kept complaining that the water dispenser flow was very slow, after installing the new filter the water flow was back to normal.<br /> There were a few instances previous to replacing the filter that no water would dispense at all, I would remove the filter for a few hours or run it under hot water and the water would continue to flow again.<br />I guess my advice would be to replace the filter every year as suggested by the manufacturer.",71
positive,Fits perfectly,71
positive,fast ship and a great price. thank you.,71
positive,Great,71
positive,perfect filter for my GE refrigerator this is the second on I got cheaper than the OEM and work better.,71
positive,"As pictured, little flimsy and uneven I can live with it",71
positive,Made for the Bunn,71
positive,Went in easily. No special expertise required. Oven is as good as new.,71
positive,Have ordered thus part before ... just like the origal ... cracks over time and needs to be replaced ... but priced very resonable on this site.,71
positive,Wonderful machine for our needs. We have owned 3. The second and third one however came with a problem. Unit leaks at joint between top and side parts on the wash cycle side of unit.water drips down to floor so we have to use a tub under them. Waiting for help from Costway.,71
positive,Prior to this purchase I had been using a Kenmore machine for the previous 45 years...without the first maintenance need.  Needless to say Kenmore was my only choice for replacement.  So far this machine is incredibly good;  far better than my first Kenmore in terms of ease of operation and cleaning of the multiple types of stuff I have asked it to clean.  If it holds up anywhere near as well as my first Kenmore I will be 100% pleased.,71
positive,Exactly what we needed/was the correct model #s listed.  It is a silverware basket...what else can I say?,71
negative,The motor burnt up after 12 minutes and the manufacture did not take it back. Very poor purchase,71
positive,PREFECT FIT FOR QS1 HOOD.,71
positive,Work great. No leaks.,71
positive,"I was looking for reviews on this combo and was not finding exactly the information what I was looking for, thought this might help someone!<br /><br />I purchased this PT970SRSS to replace my 18 year old Whirlpool microwave oven combo. I had multiple challenges, the height of any combo today is much shorter than what I had so I needed to build up the bottom or buy separate units that can look like a one unit which would close the 4"" gap in the bottom to about 1"" and I went and purchased a separate GE Microwave and Oven with the stainless steel trim kit which was a nice solution, after I pulled the old one out, I had a different problem. There was no 110V for the microwave in the cabinet. In a one unit like my old one and this one PT970SRSS, it is a one cord that connects both microwave and oven vs. separate units where the microwave runs separately on a 110v line and the oven is on 220/240v which I had. I took everything back, since I am not going to run a 110v to the cabinet and damage all kinds of tiles walls etc. Then I purchased this PT970SRSS online for 2k with 5 years warranty. I had to build a 4"" increase to the bottom of the cabinet which was a lot easier than running 110v. This oven combo comes packaged very well and with very clear instructions, I have never installed a wall oven before and worked very well for me, the one challenge I had is lifting into place, my 14 year old son helped me. Remember once you remove the oven door, and racks, turntable, it is about 150lb which is not too bad.<br /><br />Observations: - Very quiet operations, the microwave is very powerful and very quiet. - the oven: I thought that the fan would be noisy and was very surprised how quiet it is for such a large convection fan. Heats a little slow, but, cooks much faster than my old oven. on 400 degree. I placed two frozen pizzas on two racks and both cooked well, for about 15 mins. - I like this one better than the non-profile; the oven door's glass is really dark unless you turn the light on. Looks real nice. One thing that I thought kind of odd, it has two clocks that you have to set separately, the interesting thing the bottom clock does not ask you for AM/PM unlike the top one! design flaw?. - I had good luck with GE in the past and I am sure there will always be parts for it.<br /><br />I purchased 48 months warranty on top of the the GE 1 year for the simple fact that the microwave will definitely die before the oven, which is what happened to my old one, I am sure that will use the warranty.<br /><br />I am very happy with the initial quality.",71
positive,Perfect fit!,71
positive,went together so easier then expected,71
negative,This doesn't have an air vent for your phone. So it overheats.,71
positive,Great and easy to used,71
positive,"Unbelievable savings!!!  I found this dryer handle on another site that cost almost 7x as much! (see pic included) How ridiculous?!!<br />Although my model number wasn't included in the description, it says it's ""universal"" so I took a chance and I'm so happy I did! SUPER easy to install! No tools needed. Just align and snap!",71
negative,"Part I received from &#34;free_shipping_llc&#34;; appears part was not genuine, looked cheaper than the original OEM part. Part removed looked like one above in description. One I received not the same mold and more clear, cheaper looking plastic. Would have likely even kept it if it hadn't been defective. Made an odd squeal  noise when valve closed. Returned and will order from different seller and hope it works. Update: new part from different seller appeared to be exact lg replacement part. Worked well. Different seller gave correct lg part. No issue with new part from different seller.",71
positive,"Recently purchased Linda’s kitchen gap covers. Fit perfectly, are easy to clean and look great!",71
positive,Love this ice maker.  Cant live a day without one again.,71
positive,They fit my KeurigK-Elite coffee maker.<br />Are easy to clean.<br />S. Eggert,71
positive,Product arrive promptly and fix perfectly.  I referred to YouTube videos which made repairs easy.  We saved considerable money in doing the repair ourselves.,71
negative,"[[VIDEOID:443d62ab9c143d3a563d08435967e322]] I wasn't going to post a review because this items seems so simple.. easy and how could it not work?<br /><br />Well, it does work, but it doesn't. I've been using it for 5 months now and had to remove it  5 times.. I guess once  a month isn't bad right? Just annoying. The  big ugly floppy things you can buy actually WILL keep the crumbs out. This one will initially, but eventually you have to take it out because of the tiny crumbs that get stuck in the crevice  we  were trying to keep them out of in the first place.<br /><br />Some photos when I first put them  in... and also note, it takes much more effort to cut these stupid things than indicated. I used a multi-tool  saw and it took some doing.. the hack saw didn't cut it (literally).. so it's not pretty.<br /><br />The crumbs still accumulate and the piece has to be removed. It's easy to clean and pop back in.. but I still lose a few crumbs each time which kind of defeats the purpose.<br /><br />So, for  maybe $15 I'd say ""good enough"".. but for $30+ ??? NOPE",71
positive,My son likes it,71
positive,Item fits my icemaker line perfectly,71
positive,Awesome value,71
negative,"Lasted 16 months, original lasted 15 years. I expect better performance.",71
positive,"This has become my favorite cooking surface, Heats fast, Dependable Heat",71
positive,"These things are great.  They feel very high quality and work very well.  Anytime you use fresh grounds you will get VERY LITTLE bit of coffee grounds in the bottome of the cup, but not enough to matter.  The cost savings of these things make them a must.  And these feel like they will last.<br /><br />Highly recommended.",71
positive,Exactly as described and I'm so happy they work perfectly cause kcups are just wasteful,71
positive,Easy to install.,71
positive,"We use Dunkin Donuts ground coffee, and the mesh filter lets some of the grounds get through.  I never drink the last 1/4 inch of coffee.",71
negative,"its a meh. only needed the guard, over priced but had to have for a client. nothing wrong with the product itself though if you dont mind paying almost twice what this should cost.",71
negative,This did not fit our refrigerator. Tried returning but would not take it back because the time was up for returning. I see that it says up to 6 month returns. This was purchased in Feb its now April and not returnable? Please help!,71
positive,"Whirlpool dryer was not heating.  Instead of trying to troubleshoot which part was faulty, ended by buying all necessary parts to overhaul $60 total.",71
positive,Did the job,71
positive,Best price. Replacement part for my Samsung.,71
positive,These filters work great and are a great price and the quality is great so a bargain. Definitely use instead of the brand name product!,71
positive,What the hell. Fridge tells me I need a new one or I can’t get ice or water when I don’t even use it that much. Way over priced but best value on amazon. Pain to install,71
negative,We bought this two weeks ago to put on our patio for beverages.  Came out one morning to broken glass in the door. The inside pane of glass shattered over night for no reason. Opened the door and shattered glass fell out all over the floor. Now no one can go on the patio barefoot any more.<br />Very tired of the garbage Amazon sells. Spend the extra money and get a better one.,71
positive,We have owned a Speed Queen washer for 2 1/2 years now and we love it because it cleans clothes quickly.  We can easily do eight or nine loads of laundry (washed AND dried) in a single day.  Try that with the so-called high efficiency machines.  NOW it isn't perfect - it's a traditional top loader with traditional issues.  It uses a lot of water.  It's a bit noisier.  It may not hold that california king size comforter.  Its agitator can damage clothes (especially if you overfill it with stuff and/or don't add enough water.)  It may not spin clothes as dry as a front loader (although mine seems to do a good enough job.)  Now what it DOES is clean your clothes.  And depending on load size (a setting which you NOT a computer determines) it does it in about 20 minutes (unless you use the second rinse option which is seldom needed.)  That's why we love our Speed Queen.,71
negative,I own a washer and dryer repair specialty company and I have purchased quite a few of these over the years. They used to be pretty good with a low fail rate now something has changed in the manufacturing and I've had four of these fail within one month for no reason.,71
positive,"Love this thing, it has saved me so much on my life... I used to have to go get ice from the gas station everyday at least twice for my girlfriend.. Haven't been back since... 😳",71
positive,Fit the dishwasher perfectly and easy to install.,71
positive,Arrived on time and more importantly was the correct model for our unit. Exact replacement as original. A bit tricky to replace only because the awkward working angle needed. Works as was before we cracked the original:)),71
positive,Used it to replace the one on my outdoor cooktop. Fit perfectly.,71
positive,Works fine,71
positive,EGGCELLENT cartons!!,71
positive,Cheap and it works!,71
positive,"I'm really happy with it - it's pretty, it's a breeze to clean up, easy to use and looks great on my exposed shelving! Haven't noticed any metallic taste or anything and I love it.",71
positive,Works great and well worth the cost. Highly recommend!,71
positive,Perfect fit.. will order a 2nd one soon!,71
positive,Perfect fit in our GE refrigerator.,71
positive,Excellent quality and quick delivery.,71
negative,"I purchased this in the Fall 2011 and it did fit nicely into our dryer.  It worked for about 9 months then almost to the day it broke (just last month).  The elements are not as thick as the original elements or in the ones I just purchased from the local store for around $60.00.  Additionally, the element unit (internal wire looking things) in the original is wider and thicker than this one.  What that did was take longer cycles to dry clothes, with this replacement we were running the dryer for 2-75 minutes cycles to dry towels.  I would NOT recommend purchasing this product even though the price is tempting.  IT IS NOT WORTH PURCHASING AND YOU WILL BE REPLACING THIS AGAIN SOON.  Sorry for the bad news folks!",71
positive,This is the best value for your money. It was an exact fit and more durable than the original manufacturers one.,71
negative,"Ok keep in mind this review is being written before I have installed the hood and is about first impressions. The hood is nice, seems well made although somewhat lighter construction than I would have thought. All the bits and pieces are provided and the install manual looks to be very well done. I would have liked it to had Led lights instead of what it came with but it does look as if these can be changed out. One bit of design problem is that the hanging eyes are not offset so you can put up a board to connect to on the back .. and they are not spaced apart far enough to connect to 16 inch centers .. this results in some major work to get a stable hanging platform which will not pull loose and fall on the stove.<br />  The packing around the outside of the unit was very good and no doubt saved it from being a total disaster. To say the shipper had dropped it more that once was putting mildly. Perhaps Z line should switch shippers. The parts which were enclosed  inside the hood had come loose and were banging around which resulted in a small dent in the outer shell and another in the rack mount inside. Now normally these would not be of too much concern but when you pay full price for something,you expect it to not be damaged. On another note, why you might ask did I not say something to the UPS guy when it ws delivered ... well that was because he dropped it off across the highway at another house .. both houses have the same 1036 address but on different roads with completely different spelling. You cannot get them mixed up if you only read the darn label and the road signs. So i was not able to reject the shipment because of obvious exterior damages. What to do now ... I need to put up the hood so I can continue on with my kitchen remodel .. but the small dents will drive my wife nuts ..and I still don't know if it suffered any more damage inside .Well now I do know .. the impact on the outside caused things on the inside to bounce around causing more damage than i first saw ... when you pay over 1 thousand dollars for an item, you really expect it to be in good shape on when you get said item. After mulling it over for a few days we decided to contact UPS to see what could be done as they were the ones we thought could fix the problem .. no so .. you see as we had not shipped thru them, Amazon had, it was up to Amazon to make the claim. So on to Amazon ... not at first real good, you see they do not make it easy to ring them up and let them know something happened ... however Siri on an apple phone knew the phone number for customer service .. once connected things got better but it was still a pain in the butt .. we had to ship it back. once they receive it 7 days later  we will get a full refund, that's good, not great but good, however what happens if for some reason UPS screws up again and ships it to the wrong place ..that's bad ... oh and they will send us another one should we decide we want one ...that's good but who is to say they won't ship it via UPS again who may  well deliver it to the wrong address .. that's bad .. now again, its not so much that I have a bad impression of the hood or the company who made it .. its the shipping I don't think a lot of .. and the idea that its so hard to get to someone to talk about the problem .. part of the problem it seems is my fault .. in trying to be fair to the product, I gave it a 4 star before I was fully aware of the damage .. this did not trigger and look see by Amazon as to why there was a low rating on this product .. so now I have dropped the rating down to a 2 star again because of the shipping ... hope this helps ..",71
positive,"WORKS GREAT! My model refrigerator was listed on the compatibility list for this product. All of the connections were basically snap-together or screw on. No wiring needed. If you are not very mechanically inclined, you may need a plumber to run a water supply line to the area where your refrigerator is at. After that, if you know how to use a philips screwdriver and a adjustable crescent wrench (to tighten the water fitting), you should be good to go. Plenty of youtube videos to walk you through (even videos of how to run the water line if needed).",71
negative,"We installed them about a year ago and the magnets already have come loose, just like the other reviewer has stated.  Buyer beware!",71
positive,Fit perfect!,71
positive,This icemaker was a perfect fit to replace my old icemaker that wouldn’t drop ice. I was able to replace it and plug this one in very easily and instantly started making ice!,71
positive,"Hey, it's a spare filter...what else is there to say.<br /><br />required word required word required word required word required word required word required word required word",71
positive,just what I needed..now my washing machine works just fine. The package arrived quickly and I was pleased with the items,71
positive,"I bought this frig August 2021, an unknown brand to me. It has the bottom freezer i was wanting and the size i wanted also. And in white, which is hard to find. The price was very good. It has been very good. It runs quietly. Maintains the preferred temperature with a digital temp control. The freezer is very roomy. There's also a kind of extra seal attached to the left frig door. Roomy condiment shelves in the doors and a cool glass shelf that seperates into two narrow half shelves. Also very handy. I waited to do the review to see how it lasts. Its been great. Not one problem. I would buy it again and recommend to others. I dont know if its cost effective as far as electric usage because i dont have one to compare it to.",71
positive,Part was exactly what we needed.  Prompt delivery.,71
positive,"My GE oven is ok, but I've had to replace this twice now. It seems that people go through a lot of these parts. I hope my problem was using the self-cleaning on the oven. The part is great, but I'll never buy a GE appliance again, I've had trouble with every one I've owned.",71
positive,This is a piece of crap. I purchased this machine in February 2021 and by May 2021 the ice cubes started making small nickel size cubes then the motor started to smell and within 90 days it stopped making ice all together.,71
